Method list (CPU)

+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                                       Method                                                                                                       |   Time (ms)    |  Own Time (ms)  |  Samples  |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                                                            |  44,989   99%  |              0  |    4,533  |
|  Run.runBenchmark()                                                                                                                                                                                                |  44,989   99%  |          < 0.1  |    4,533  |
|  Run.doRuns(Benchmark)                                                                                                                                                                                             |  44,933   99%  |              0  |    4,530  |
|  Run.measure(Benchmark)                                                                                                                                                                                            |  44,933   99%  |              0  |    4,530  |
|  Havlak.innerBenchmarkLoop(int)                                                                                                                                                                                    |  44,893   99%  |              0  |    4,526  |
|  havlak.LoopTesterApp.main(int, int, int, int, int)                                                                                                                                                                |  44,893   99%  |          < 0.1  |    4,526  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                                                              |  29,230   65%  |            965  |    2,934  |
|  havlak.LoopTesterApp.findLoops(LoopStructureGraph)                                                                                                                                                                |  26,313   58%  |             29  |    2,666  |
|  havlak.HavlakLoopFinder.findLoops()                                                                                                                                                                               |  26,157   58%  |          6,095  |    2,651  |
|  havlak.LoopStructureGraph.calculateNestingLevel()                                                                                                                                                                 |  18,516   41%  |          < 0.1  |    1,852  |
|  som.Set.add(Object)                                                                                                                                                                                               |  18,047   40%  |             17  |    1,805  |
|  havlak.LoopStructureGraph$$Lambda$87.0x00000008000cd340.apply(Object)                                                                                                                                             |  17,862   40%  |            316  |    1,786  |
|  som.Set.hasSome(TestInterface)                                                                                                                                                                                    |  17,743   39%  |             30  |    1,775  |
|  som.Vector.hasSome(TestInterface)                                                                                                                                                                                 |  17,715   39%  |            566  |    1,773  |
|  som.IdentitySet.contains(Object)                                                                                                                                                                                  |  17,565   39%  |              9  |    1,755  |
|  havlak.LoopStructureGraph.lambda$calculateNestingLevel$0(SimpleLoop)                                                                                                                                              |  17,545   39%  |            139  |    1,754  |
|  havlak.SimpleLoop.setParent(SimpleLoop)                                                                                                                                                                           |  17,459   39%  |            119  |    1,746  |
|  havlak.SimpleLoop.addChildLoop(SimpleLoop)                                                                                                                                                                        |  17,339   38%  |              0  |    1,734  |
|  som.IdentitySet.lambda$contains$0(Object, Object)                                                                                                                                                                 |  17,145   38%  |         17,145  |    1,714  |
|  som.IdentitySet$$Lambda$24.0x00000008000ccef0.test(Object)                                                                                                                                                        |  17,145   38%  |              0  |    1,714  |
|  havlak.LoopTesterApp.addDummyLoops(int)                                                                                                                                                                           |   8,207   18%  |              9  |      844  |
|  havlak.HavlakLoopFinder.identifyEdges(int)                                                                                                                                                                        |   4,934   11%  |             19  |      497  |
|  havlak.HavlakLoopFinder.processEdges(BasicBlock, int)                                                                                                                                                             |   4,887   11%  |            226  |      492  |
|  havlak.HavlakLoopFinder.initAllNodes()                                                                                                                                                                            |   4,816   11%  |            192  |      491  |
|  havlak.HavlakLoopFinder$$Lambda$16.0x00000008000c5c70.apply(Object)                                                                                                                                               |   4,106    9%  |             90  |      411  |
|  havlak.HavlakLoopFinder.lambda$processEdges$1(int, BasicBlock)                                                                                                                                                    |   4,015    9%  |          3,365  |      402  |
|  som.Set.forEach(ForEachInterface)                                                                                                                                                                                 |   3,320    7%  |              0  |      338  |
|  havlak.HavlakLoopFinder.doDFS(BasicBlock, int)                                                                                                                                                                    |   2,883    6%  |          2,560  |      293  |
|  havlak.HavlakLoopFinder.stepEProcessNonBackPreds(int, Vector, Vector, UnionFindNode)                                                                                                                              |   2,722    6%  |              0  |      278  |
|  havlak.HavlakLoopFinder$$Lambda$22.0x00000008000ccaa0.apply(Object)                                                                                                                                               |   2,616    6%  |             51  |      267  |
|  havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$4(int, Vector, Vector, Integer)                                                                                                                           |   2,564    6%  |          1,824  |      261  |
|  havlak.HavlakLoopFinder.stepD(int, Vector)                                                                                                                                                                        |   2,177    5%  |            379  |      221  |
|  havlak.HavlakLoopFinder$$Lambda$13.0x00000008000c5a48.apply(Object)                                                                                                                                               |   1,604    4%  |             53  |      164  |
|  havlak.HavlakLoopFinder.lambda$initAllNodes$0(BasicBlock)                                                                                                                                                         |   1,551    3%  |            834  |      158  |
|  havlak.HavlakLoopFinder$$Lambda$19.0x00000008000cc428.apply(Object)                                                                                                                                               |   1,380    3%  |            937  |      140  |
|  som.Vector.<init>(int)                                                                                                                                                                                            |   1,334    3%  |          1,286  |      133  |
|  som.Set.<init>()                                                                                                                                                                                                  |   1,327    3%  |             69  |      132  |
|  havlak.HavlakLoopFinder.setLoopAttributes(int, Vector, SimpleLoop)                                                                                                                                                |   1,278    3%  |             60  |      128  |
|  som.Set.<init>(int)                                                                                                                                                                                               |   1,258    3%  |            950  |      125  |
|  som.Vector.<init>()                                                                                                                                                                                               |   1,199    3%  |            181  |      122  |
|  som.Vector.removeAll()                                                                                                                                                                                            |   1,168    3%  |          1,168  |      116  |
|  havlak.UnionFindNode.findSet()                                                                                                                                                                                    |   1,080    2%  |            395  |      107  |
|  havlak.LoopStructureGraph.createNewLoop(BasicBlock, boolean)                                                                                                                                                      |   1,055    2%  |             69  |      106  |
|  som.Dictionary.atPut(Dictionary$CustomHash, Object)                                                                                                                                                               |     959    2%  |            144  |       94  |
|  havlak.SimpleLoop.<init>(BasicBlock, boolean)                                                                                                                                                                     |     940    2%  |             88  |       93  |
