Method list (CPU)

+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                Method                                                                                 |   Time (ms)    |  Own Time (ms)  |  Samples  |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                               |  13,656   99%  |              0  |    1,386  |
|  Run.runBenchmark()                                                                                                                                                   |  13,656   99%  |          < 0.1  |    1,386  |
|  Run.doRuns(Benchmark)                                                                                                                                                |  13,634   99%  |              0  |    1,384  |
|  Run.measure(Benchmark)                                                                                                                                               |  13,634   99%  |              0  |    1,384  |
|  CD.benchmark(int)                                                                                                                                                    |  13,580   99%  |             19  |    1,379  |
|  CD.innerBenchmarkLoop(int)                                                                                                                                           |  13,580   99%  |              0  |    1,379  |
|  cd.CollisionDetector.handleNewFrame(Vector)                                                                                                                          |  13,206   96%  |              9  |    1,341  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                 |  11,571   84%  |             10  |    1,171  |
|  cd.CollisionDetector.reduceCollisionSet(Vector)                                                                                                                      |  11,090   81%  |              9  |    1,129  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$4(RedBlackTree, Motion)                                                                                               |   9,837   72%  |              1  |      999  |
|  cd.CollisionDetector$$Lambda$19.0x00000008000c8228.apply(Object)                                                                                                     |   9,837   72%  |              0  |      999  |
|  cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)                                                                                                      |   9,835   72%  |          < 0.1  |      998  |
|  cd.CollisionDetector.recurse(RedBlackTree, RedBlackTree, Vector2D, Motion)                                                                                           |   9,805   71%  |          1,019  |      995  |
|  cd.RedBlackTree.put(Comparable, Object)                                                                                                                              |   4,577   33%  |            901  |      464  |
|  cd.CollisionDetector.putIntoMap(RedBlackTree, Vector2D, Motion)                                                                                                      |   4,499   33%  |             59  |      454  |
|  cd.CollisionDetector.isInVoxel(Vector2D, Motion)                                                                                                                     |   2,936   21%  |          2,936  |      299  |
|  cd.RedBlackTree.treeInsert(Comparable, Object)                                                                                                                       |   2,886   21%  |          2,093  |      298  |
|  cd.RedBlackTree.get(Comparable)                                                                                                                                      |   2,073   15%  |             33  |      210  |
|  cd.RedBlackTree.findNode(Comparable)                                                                                                                                 |   2,039   15%  |          1,297  |      206  |
|  cd.RedBlackTree.forEach(ForEachInterface)                                                                                                                            |   1,544   11%  |            609  |      161  |
|  cd.Vector2D.compareTo(Object)                                                                                                                                        |   1,408   10%  |             77  |      142  |
|  cd.CollisionDetector.lambda$handleNewFrame$0(RedBlackTree, Vector, Aircraft)                                                                                         |   1,360   10%  |            210  |      136  |
|  cd.CollisionDetector$$Lambda$12.0x00000008000c6e88.apply(Object)                                                                                                     |   1,360   10%  |              0  |      136  |
|  cd.Vector2D.compareTo(Vector2D)                                                                                                                                      |   1,330   10%  |            174  |      134  |
|  cd.Vector2D.compareNumbers(double, double)                                                                                                                           |   1,156    8%  |          1,156  |      116  |
|  cd.RedBlackTree.leftRotate(RedBlackTree$Node)                                                                                                                        |     579    4%  |            579  |       57  |
|  cd.RedBlackTree$Node.successor()                                                                                                                                     |     527    4%  |            221  |       56  |
|  cd.CollisionDetector.lambda$handleNewFrame$3(Vector, Vector)                                                                                                         |     402    3%  |             60  |       39  |
|  cd.CollisionDetector$$Lambda$21.0x00000008000c8678.apply(Object)                                                                                                     |     362    3%  |              0  |       35  |
|  cd.RedBlackTree.treeMinimum(RedBlackTree$Node)                                                                                                                       |     356    3%  |            356  |       37  |
|  cd.Simulator.simulate(double)                                                                                                                                        |     338    2%  |            234  |       35  |
|  cd.Motion.findIntersection(Motion)                                                                                                                                   |     250    2%  |             71  |       25  |
|  cd.CollisionDetector.lambda$handleNewFrame$1(RedBlackTree, Vector, RedBlackTree$Entry)                                                                               |     232    2%  |             20  |       24  |
|  cd.CollisionDetector$$Lambda$16.0x00000008000c7d38.apply(Object)                                                                                                     |     232    2%  |              0  |       24  |
|  cd.RedBlackTree.rightRotate(RedBlackTree$Node)                                                                                                                       |     229    2%  |            229  |       24  |
|  cd.Vector2D.plus(Vector2D)                                                                                                                                           |     207    2%  |            135  |       23  |
|  cd.Vector3D.minus(Vector3D)                                                                                                                                          |     179    1%  |            111  |       18  |
|  som.Vector.append(Object)                                                                                                                                            |     176    1%  |            167  |       18  |
|  cd.Vector2D.minus(Vector2D)                                                                                                                                          |     138    1%  |             89  |       14  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$5(Vector, RedBlackTree$Entry)                                                                                         |     124    1%  |            114  |       14  |
|  cd.CollisionDetector$$Lambda$20.0x00000008000c8450.apply(Object)                                                                                                     |     124    1%  |              0  |       14  |
|  cd.Vector2D.<init>(double, double)                                                                                                                                   |     120    1%  |            101  |       13  |
|  cd.Motion.delta()                                                                                                                                                    |     111    1%  |              0  |       11  |
|  som.Vector.<init>(int)                                                                                                                                               |     102    1%  |            102  |       11  |
|  som.Vector.<init>()                                                                                                                                                  |     102    1%  |              0  |       11  |
|  cd.CallSign.compareTo(Object)                                                                                                                                        |      96    1%  |             64  |       11  |
|  cd.Vector3D.<init>(double, double, double)                                                                                                                           |      75    1%  |             65  |        8  |
|  com.sun.management.internal.GarbageCollectorExtImpl.createGCNotification(long, String, String, String, GcInfo) GarbageCollectorExtImpl.java                          |      61    0%  |          < 0.1  |        5  |
|  Run.printResult(long)                                                                                                                                                |      54    0%  |          < 0.1  |        5  |
|  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.getCompositeData() GarbageCollectionNotifInfoCompositeData.java                                  |      40    0%  |              0  |        3  |
|  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.toCompositeData(GarbageCollectionNotificationInfo) GarbageCollectionNotifInfoCompositeData.java  |      40    0%  |              0  |        3  |
|  com.sun.management.internal.GcInfoCompositeData.toCompositeData(GcInfo) GcInfoCompositeData.java                                                                     |      40    0%  |              0  |        3  |
|  java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial(Object, Object, Object, Object) DirectMethodHandle$Holder                                                |      39    0%  |             29  |        4  |
|  java.lang.invoke.Invokers$Holder.linkToTargetMethod(Object, Object, Object, Object) Invokers$Holder                                                                  |      39    0%  |              0  |        4  |
|  cd.CallSign.compareTo(CallSign)                                                                                                                                      |      31    0%  |             31  |        4  |
|  com.sun.management.internal.GcInfoCompositeData$1.run() GcInfoCompositeData.java                                                                                     |      30    0%  |              0  |        1  |
|  com.sun.management.internal.GcInfoCompositeData$1.run() GcInfoCompositeData.java                                                                                     |      30    0%  |             30  |        1  |
|  java.security.AccessController.doPrivileged(PrivilegedAction) AccessController.java                                                                                  |      30    0%  |              0  |        1  |
|  java.security.AccessController.executePrivileged(PrivilegedAction, AccessControlContext, Class) AccessController.java                                                |      30    0%  |              0  |        1  |
|  java.io.OutputStreamWriter.flushBuffer() OutputStreamWriter.java                                                                                                     |      29    0%  |              0  |        3  |
|  java.io.PrintStream.println(String) PrintStream.java                                                                                                                 |      29    0%  |              0  |        3  |
|  java.io.PrintStream.writeln(String) PrintStream.java                                                                                                                 |      29    0%  |              0  |        3  |
|  sun.nio.cs.StreamEncoder.flushBuffer() StreamEncoder.java                                                                                                            |      29    0%  |              9  |        3  |
|  som.Vector.at(int)                                                                                                                                                   |      29    0%  |             29  |        3  |
|  java.lang.Object.<init>() Object.java                                                                                                                                |      28    0%  |             28  |        3  |
|  java.lang.invoke.MethodHandleNatives.linkMethodHandleConstant(Class, int, Class, String, Object) MethodHandleNatives.java                                            |      25    0%  |              0  |        2  |
|  java.lang.invoke.MethodHandles$Lookup.getDirectMethodCommon(byte, Class, MemberName, boolean, boolean, MethodHandles$Lookup) MethodHandles.java                      |      25    0%  |              0  |        2  |
|  java.lang.invoke.MethodHandles$Lookup.getDirectMethodForConstant(byte, Class, MemberName) MethodHandles.java                                                         |      25    0%  |              0  |        2  |
|  java.lang.invoke.MethodHandles$Lookup.getDirectMethodNoSecurityManager(byte, Class, MemberName, MethodHandles$Lookup) MethodHandles.java                             |      25    0%  |              0  |        2  |
|  java.lang.invoke.MethodHandles$Lookup.linkMethodHandleConstant(byte, Class, String, Object) MethodHandles.java                                                       |      25    0%  |              0  |        2  |
|  java.lang.invoke.LambdaForm$MH.0x0000000800100400.invoke(Object, Object, long) LambdaForm$MH                                                                         |      24    0%  |          < 0.1  |        2  |
|  java.lang.invoke.LambdaForm$MH.0x0000000800100800.linkToTargetMethod(Object, long, Object) LambdaForm$MH                                                             |      24    0%  |              0  |        2  |
|  cd.RedBlackTree$Node.<init>(Object, Object)                                                                                                                          |      23    0%  |             23  |        3  |
|  java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCode(LambdaForm, MethodType) InvokerBytecodeGenerator.java                                               |      21    0%  |              0  |        2  |
|  java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCodeBytes() InvokerBytecodeGenerator.java                                                                |      21    0%  |              0  |        2  |
|  java.lang.invoke.LambdaForm.compileToBytecode() LambdaForm.java                                                                                                      |      21    0%  |              0  |        2  |
|  com.yourkit.probes.ReflectionUtilImpl.callMethod1(Class, Object, String, Object, CallStatus) a                                                                       |      20    0%  |          < 0.1  |        2  |
|  com.yourkit.runtime.GcPauseCounter$MyListener.handleNotification(Notification, Object) a                                                                             |      20    0%  |              0  |        2  |
|  sun.management.NotificationEmitterSupport.sendNotification(Notification) NotificationEmitterSupport.java                                                             |      20    0%  |              0  |        2  |
|  java.io.BufferedOutputStream.flush() BufferedOutputStream.java                                                                                                       |      19    0%  |              0  |        2  |
|  java.io.BufferedOutputStream.flushBuffer() BufferedOutputStream.java                                                                                                 |      19    0%  |              0  |        2  |
|  java.io.FileOutputStream.write(byte[], int, int) FileOutputStream.java                                                                                               |      19    0%  |          < 0.1  |        2  |
|  java.io.PrintStream.write(byte[], int, int) PrintStream.java                                                                                                         |      19    0%  |              0  |        2  |
|  sun.nio.cs.StreamEncoder.implFlushBuffer() StreamEncoder.java                                                                                                        |      19    0%  |              0  |        2  |
|  sun.nio.cs.StreamEncoder.writeBytes() StreamEncoder.java                                                                                                             |      19    0%  |              0  |        2  |
|  java.lang.invoke.DirectMethodHandle.allocateInstance(Object) DirectMethodHandle.java                                                                                 |      18    0%  |              9  |        2  |
|  java.lang.ClassLoader.loadClass(String) ClassLoader.java                                                                                                             |      18    0%  |              0  |        3  |
|  jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull(String) BuiltinClassLoader.java                                                                    |      18    0%  |              0  |        3  |
|  jdk.internal.loader.BuiltinClassLoader.loadClass(String, boolean) BuiltinClassLoader.java                                                                            |      18    0%  |              0  |        3  |
|  jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(String, boolean) BuiltinClassLoader.java                                                                      |      18    0%  |              0  |        3  |
|  jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(String, boolean) ClassLoaders.java                                                                         |      18    0%  |              0  |        3  |
|  java.lang.ClassLoader.defineClass(String, byte[], int, int, ProtectionDomain) ClassLoader.java                                                                       |      15    0%  |              0  |        1  |
|  java.lang.ClassLoader.defineClass1(ClassLoader, String, byte[], int, int, ProtectionDomain, String) ClassLoader.java (native)                                        |      15    0%  |             15  |        1  |
|  java.security.SecureClassLoader.defineClass(String, byte[], int, int, CodeSource) SecureClassLoader.java                                                             |      15    0%  |              0  |        1  |
|  jdk.internal.loader.BuiltinClassLoader.defineClass(String, Resource) BuiltinClassLoader.java                                                                         |      15    0%  |              0  |        1  |
|  com.sun.management.GarbageCollectionNotificationInfo.<init>(CompositeData) GarbageCollectionNotificationInfo.java                                                    |      15    0%  |              0  |        1  |
|  com.sun.management.GarbageCollectionNotificationInfo.from(CompositeData) GarbageCollectionNotificationInfo.java                                                      |      15    0%  |              0  |        1  |
|  com.sun.management.GcInfo.<init>(CompositeData) GcInfo.java                                                                                                          |      15    0%  |              0  |        1  |
|  com.sun.management.GcInfo.from(CompositeData) GcInfo.java                                                                                                            |      15    0%  |              0  |        1  |
|  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.getGcInfo(CompositeData) GarbageCollectionNotifInfoCompositeData.java                            |      15    0%  |              0  |        1  |
|  com.sun.management.internal.GcInfoCompositeData.getMemoryUsageAfterGc(CompositeData) GcInfoCompositeData.java                                                        |      15    0%  |              0  |        1  |
|  com.yourkit.an.ar.invoke(Object, Object[]) a                                                                                                                         |      15    0%  |              0  |        1  |
|  com.yourkit.runtime.JniMethod.callObjectMethodImpl(Class, Object, long, long, Object[], long[]) a                                                                    |      15    0%  |              0  |        1  |
|  sun.management.MappedMXBeanType$MapMXBeanType.toJavaTypeData(Object) MappedMXBeanType.java                                                                           |      15    0%  |             15  |        1  |
|  java.lang.invoke.DirectMethodHandle$Holder.invokeStatic(Object, Object, long) DirectMethodHandle$Holder                                                              |      14    0%  |              0  |        1  |
|  java.lang.invoke.LambdaForm$MH.0x00000008000c3c00.invoke(Object, long) LambdaForm$MH                                                                                 |      14    0%  |              0  |        1  |
|  java.lang.String.getBytes(byte[], int, byte) String.java                                                                                                             |      14    0%  |             14  |        1  |
|  java.lang.StringConcatHelper.newArrayWithSuffix(String, long) StringConcatHelper.java                                                                                |      14    0%  |              0  |        1  |
|  java.lang.invoke.MethodHandle.setVarargs(MemberName) MethodHandle.java                                                                                               |      13    0%  |              0  |        1  |
|  java.lang.invoke.MethodHandle.withVarargs(boolean) MethodHandle.java                                                                                                 |      13    0%  |             13  |        1  |
