Method list (CPU)

+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|                                                                                                 Method                                                                                                 |   Time (ms)   |  Own Time (ms)  |  Samples  |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                                                |  3,932   98%  |          < 0.1  |      403  |
|  Run.runBenchmark()                                                                                                                                                                                    |  3,927   98%  |          < 0.1  |      402  |
|  Run.doRuns(Benchmark)                                                                                                                                                                                 |  3,917   98%  |              0  |      401  |
|  Run.measure(Benchmark)                                                                                                                                                                                |  3,917   98%  |              0  |      401  |
|  DeltaBlue.innerBenchmarkLoop(int)                                                                                                                                                                     |  3,897   97%  |              0  |      399  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                                                  |  2,350   59%  |          1,498  |      235  |
|  deltablue.Planner.chainTest(int)                                                                                                                                                                      |  2,267   57%  |              9  |      229  |
|  deltablue.Plan.execute()                                                                                                                                                                              |  1,642   41%  |              0  |      164  |
|  deltablue.Planner.projectionTest(int)                                                                                                                                                                 |  1,624   41%  |              2  |      169  |
|  deltablue.Planner.change(Variable, int)                                                                                                                                                               |  1,244   31%  |          < 0.1  |      127  |
|  deltablue.Planner.incrementalAdd(AbstractConstraint)                                                                                                                                                  |  1,053   26%  |             19  |      104  |
|  deltablue.AbstractConstraint.satisfy(int, Planner)                                                                                                                                                    |  1,034   26%  |            139  |      102  |
|  deltablue.AbstractConstraint.addConstraint(Planner)                                                                                                                                                   |    966   24%  |          < 0.1  |       96  |
|  deltablue.Planner.addPropagate(AbstractConstraint, int)                                                                                                                                               |    816   20%  |            267  |       81  |
|  deltablue.UnaryConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                                                     |    778   19%  |              9  |       77  |
|  deltablue.AbstractConstraint.destroyConstraint(Planner)                                                                                                                                               |    641   16%  |          < 0.1  |       67  |
|  deltablue.Planner.incrementalRemove(AbstractConstraint)                                                                                                                                               |    586   15%  |          < 0.1  |       61  |
|  deltablue.EditConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                                                      |    477   12%  |              0  |       44  |
|  deltablue.Plan$$Lambda$22.0x00000008000ccd88.apply(Object)                                                                                                                                            |    459   11%  |            106  |       46  |
|  deltablue.Planner.removePropagateFrom(Variable)                                                                                                                                                       |    372    9%  |             57  |       39  |
|  deltablue.Plan.lambda$execute$0(AbstractConstraint)                                                                                                                                                   |    353    9%  |             57  |       34  |
|  deltablue.Planner.addConstraintsConsumingTo(Variable, Vector)                                                                                                                                         |    306    8%  |             20  |       31  |
|  deltablue.StayConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                                                      |    300    8%  |              0  |       33  |
|  deltablue.EqualityConstraint.execute()                                                                                                                                                                |    251    6%  |            251  |       24  |
|  som.Vector.<init>(int)                                                                                                                                                                                |    251    6%  |            251  |       25  |
