Method list (CPU)

+------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|                                                                              Method                                                                              |   Time (ms)   |  Own Time (ms)  |  Samples  |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                          |  6,526   99%  |              0  |      666  |
|  Run.doRuns(Benchmark)                                                                                                                                           |  6,512   99%  |              0  |      663  |
|  Run.measure(Benchmark)                                                                                                                                          |  6,512   99%  |              0  |      663  |
|  Run.runBenchmark()                                                                                                                                              |  6,512   99%  |              0  |      665  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                               |  6,493   99%  |              0  |      661  |
|  Queens.benchmark()                                                                                                                                              |  6,493   99%  |              0  |      661  |
|  Queens.queens()                                                                                                                                                 |  6,493   99%  |             58  |      661  |
|  Queens.placeQueen(int)                                                                                                                                          |  6,379   98%  |            935  |      649  |
|  Queens.getRowColumn(int, int)                                                                                                                                   |  3,758   58%  |          3,758  |      383  |
|  Queens.setRowColumn(int, int, boolean)                                                                                                                          |  1,685   26%  |          1,685  |      171  |
|  java.util.Arrays.fill(int[], int) Arrays.java                                                                                                                   |     29    0%  |             29  |        3  |
|  java.util.Arrays.fill(boolean[], boolean) Arrays.java                                                                                                           |     25    0%  |             25  |        3  |
|  Run.printResult(long)                                                                                                                                           |     18    0%  |          < 0.1  |        2  |
|  java.lang.ClassLoader.loadClass(String) ClassLoader.java                                                                                                        |     16    0%  |              0  |        3  |
|  jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull(String) BuiltinClassLoader.java                                                               |     16    0%  |              0  |        3  |
|  jdk.internal.loader.BuiltinClassLoader.loadClass(String, boolean) BuiltinClassLoader.java                                                                       |     16    0%  |              0  |        3  |
|  jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(String, boolean) BuiltinClassLoader.java                                                                 |     16    0%  |              0  |        3  |
