Method list (CPU)

+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|                                                                                                       Method                                                                                                       |   Time (ms)   |  Own Time (ms)  |  Samples  |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                                                            |  7,154   99%  |              0  |      722  |
|  Run.runBenchmark()                                                                                                                                                                                                |  7,154   99%  |              0  |      722  |
|  Run.doRuns(Benchmark)                                                                                                                                                                                             |  7,140   99%  |              0  |      720  |
|  Run.measure(Benchmark)                                                                                                                                                                                            |  7,140   99%  |          < 0.1  |      720  |
|  NBody.innerBenchmarkLoop(int)                                                                                                                                                                                     |  7,110   99%  |             19  |      716  |
|  nbody.NBodySystem.advance(double)                                                                                                                                                                                 |  7,069   98%  |          3,512  |      713  |
|  nbody.Body.setVX(double)                                                                                                                                                                                          |  1,733   24%  |          1,733  |      177  |
|  nbody.Body.setVZ(double)                                                                                                                                                                                          |    730   10%  |            730  |       73  |
|  nbody.Body.getZ()                                                                                                                                                                                                 |    398    6%  |            398  |       41  |
|  nbody.Body.setVY(double)                                                                                                                                                                                          |    362    5%  |            362  |       38  |
|  nbody.Body.getY()                                                                                                                                                                                                 |    139    2%  |            139  |       14  |
|  nbody.Body.setX(double)                                                                                                                                                                                           |     59    1%  |             59  |        6  |
|  java.lang.ClassLoader.loadClass(String) ClassLoader.java                                                                                                                                                          |     48    1%  |              0  |        7  |
|  jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull(String) BuiltinClassLoader.java                                                                                                                 |     48    1%  |              0  |        7  |
|  jdk.internal.loader.BuiltinClassLoader.loadClass(String, boolean) BuiltinClassLoader.java                                                                                                                         |     48    1%  |              0  |        7  |
|  jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(String, boolean) BuiltinClassLoader.java                                                                                                                   |     48    1%  |              0  |        7  |
|  jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(String, boolean) ClassLoaders.java                                                                                                                      |     48    1%  |              0  |        7  |
|  Run.printResult(long)                                                                                                                                                                                             |     29    0%  |          < 0.1  |        4  |
|  nbody.Body.setZ(double)                                                                                                                                                                                           |     29    0%  |             29  |        3  |
|  nbody.Body.getX()                                                                                                                                                                                                 |     28    0%  |             28  |        3  |
|  jdk.internal.loader.BuiltinClassLoader.defineClass(String, Resource) BuiltinClassLoader.java                                                                                                                      |     28    0%  |              0  |        3  |
|  java.lang.Class.forName(String, boolean, ClassLoader) Class.java                                                                                                                                                  |     27    0%  |              0  |        6  |
|  java.lang.Class.forName0(String, boolean, ClassLoader, Class) Class.java (native)                                                                                                                                 |     27    0%  |              0  |        6  |
|  sun.launcher.LauncherHelper.checkAndLoadMain(boolean, int, String) LauncherHelper.java                                                                                                                            |     27    0%  |              0  |        6  |
|  sun.launcher.LauncherHelper.loadMainClass(int, String) LauncherHelper.java                                                                                                                                        |     27    0%  |              0  |        6  |
|  java.lang.invoke.BootstrapMethodInvoker.invoke(Class, MethodHandle, String, Object, Object, Class) BootstrapMethodInvoker.java                                                                                    |     23    0%  |              0  |        4  |
