Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                   Method                                                                                   |   Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                    |  15,010   99%  |              0  |    1,467  |
|  Run.runBenchmark()                                                                                                                                                        |  15,010   99%  |              0  |    1,467  |
|  Run.doRuns(Benchmark)                                                                                                                                                     |  14,964   99%  |              0  |    1,465  |
|  Run.measure(Benchmark)                                                                                                                                                    |  14,964   99%  |          < 0.1  |    1,465  |
|  CD.benchmark(int)                                                                                                                                                         |  14,934   99%  |          < 0.1  |    1,462  |
|  CD.innerBenchmarkLoop(int)                                                                                                                                                |  14,934   99%  |              0  |    1,462  |
|  cd.CollisionDetector.handleNewFrame(Vector)                                                                                                                               |  14,630   97%  |          < 0.1  |    1,431  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                      |  13,033   87%  |          < 0.1  |    1,273  |
|  cd.CollisionDetector.reduceCollisionSet(Vector)                                                                                                                           |  12,259   81%  |             12  |    1,194  |
|  cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)                                                                                                           |  11,151   74%  |              0  |    1,087  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$4(RedBlackTree, Motion)                                                                                                    |  11,151   74%  |              0  |    1,087  |
|  cd.CollisionDetector.recurse(RedBlackTree, RedBlackTree, Vector2D, Motion)                                                                                                |  11,151   74%  |          1,223  |    1,087  |
|  cd.CollisionDetector$$Lambda$15.0x00000008000cc000.apply(Object)                                                                                                          |  11,151   74%  |              0  |    1,087  |
|  cd.RedBlackTree.put(Comparable, Object)                                                                                                                                   |   5,342   35%  |          1,096  |      517  |
|  cd.CollisionDetector.putIntoMap(RedBlackTree, Vector2D, Motion)                                                                                                           |   4,558   30%  |             74  |      447  |
|  cd.RedBlackTree.treeInsert(Comparable, Object)                                                                                                                            |   3,469   23%  |          2,497  |      342  |
|  cd.CollisionDetector.isInVoxel(Vector2D, Motion)                                                                                                                          |   3,335   22%  |          3,335  |      320  |
|  cd.RedBlackTree.get(Comparable)                                                                                                                                           |   2,069   14%  |             28  |      210  |
|  cd.RedBlackTree.findNode(Comparable)                                                                                                                                      |   2,040   14%  |          1,217  |      207  |
|  cd.Vector2D.compareTo(Object)                                                                                                                                             |   1,615   11%  |             89  |      158  |
|  cd.CollisionDetector.lambda$handleNewFrame$0(RedBlackTree, Vector, Aircraft)                                                                                              |   1,553   10%  |            280  |      153  |
|  cd.CollisionDetector$$Lambda$12.0x00000008000c6e88.apply(Object)                                                                                                          |   1,553   10%  |              0  |      153  |
|  cd.Vector2D.compareTo(Vector2D)                                                                                                                                           |   1,525   10%  |            289  |      149  |
|  cd.RedBlackTree.forEach(ForEachInterface)                                                                                                                                 |   1,494   10%  |            542  |      148  |
|  cd.Vector2D.compareNumbers(double, double)                                                                                                                                |   1,236    8%  |          1,236  |      120  |
|  cd.RedBlackTree.leftRotate(RedBlackTree$Node)                                                                                                                             |     585    4%  |            585  |       51  |
|  cd.RedBlackTree$Node.successor()                                                                                                                                          |     503    3%  |            189  |       46  |
|  cd.RedBlackTree.treeMinimum(RedBlackTree$Node)                                                                                                                            |     356    2%  |            356  |       31  |
|  cd.CollisionDetector$$Lambda$13.0x00000008000c7d38.apply(Object)                                                                                                          |     332    2%  |             10  |       35  |
|  cd.CollisionDetector.lambda$handleNewFrame$3(Vector, Vector)                                                                                                              |     328    2%  |             89  |       33  |
|  cd.CollisionDetector$$Lambda$20.0x00000008000cc450.apply(Object)                                                                                                          |     328    2%  |              0  |       33  |
|  cd.CollisionDetector.lambda$handleNewFrame$1(RedBlackTree, Vector, RedBlackTree$Entry)                                                                                    |     321    2%  |             14  |       34  |
|  cd.Simulator.simulate(double)                                                                                                                                             |     298    2%  |            248  |       30  |
