Method list (CPU)

+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                Method                                                                                 |   Time (ms)    |  Own Time (ms)  |  Samples  |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                               |  12,804   99%  |              0  |    1,299  |
|  Run.runBenchmark()                                                                                                                                                   |  12,804   99%  |              0  |    1,299  |
|  Run.doRuns(Benchmark)                                                                                                                                                |  12,784   99%  |              0  |    1,298  |
|  Run.measure(Benchmark)                                                                                                                                               |  12,784   99%  |              0  |    1,298  |
|  CD.benchmark(int)                                                                                                                                                    |  12,720   99%  |          < 0.1  |    1,291  |
|  CD.innerBenchmarkLoop(int)                                                                                                                                           |  12,720   99%  |              0  |    1,291  |
|  cd.CollisionDetector.handleNewFrame(Vector)                                                                                                                          |  12,514   97%  |              9  |    1,270  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                 |  11,124   86%  |             11  |    1,127  |
|  cd.CollisionDetector.reduceCollisionSet(Vector)                                                                                                                      |  10,538   82%  |          < 0.1  |    1,068  |
|  cd.CollisionDetector$$Lambda$18.0x00000008000c8228.apply(Object)                                                                                                     |   9,466   73%  |              9  |      957  |
|  cd.CollisionDetector.recurse(RedBlackTree, RedBlackTree, Vector2D, Motion)                                                                                           |   9,456   73%  |          1,035  |      956  |
|  cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)                                                                                                      |   9,456   73%  |              9  |      956  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$4(RedBlackTree, Motion)                                                                                               |   9,456   73%  |              0  |      956  |
|  cd.CollisionDetector.putIntoMap(RedBlackTree, Vector2D, Motion)                                                                                                      |   4,108   32%  |             87  |      405  |
|  cd.RedBlackTree.put(Comparable, Object)                                                                                                                              |   4,029   31%  |            820  |      402  |
|  cd.CollisionDetector.isInVoxel(Vector2D, Motion)                                                                                                                     |   3,180   25%  |          3,180  |      329  |
|  cd.RedBlackTree.treeInsert(Comparable, Object)                                                                                                                       |   2,421   19%  |          1,730  |      242  |
|  cd.RedBlackTree.get(Comparable)                                                                                                                                      |   1,981   15%  |             19  |      197  |
