Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                   Method                                                                                   |   Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                    |  12,987   99%  |              0  |    1,322  |
|  Run.doRuns(Benchmark)                                                                                                                                                     |  12,975   99%  |              0  |    1,321  |
|  Run.measure(Benchmark)                                                                                                                                                    |  12,975   99%  |          < 0.1  |    1,321  |
|  Run.runBenchmark()                                                                                                                                                        |  12,975   99%  |              0  |    1,321  |
|  CD.benchmark(int)                                                                                                                                                         |  12,927   99%  |              9  |    1,316  |
|  CD.innerBenchmarkLoop(int)                                                                                                                                                |  12,927   99%  |              0  |    1,316  |
|  cd.CollisionDetector.handleNewFrame(Vector)                                                                                                                               |  12,591   97%  |          < 0.1  |    1,284  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                      |  10,993   84%  |             19  |    1,121  |
|  cd.CollisionDetector.reduceCollisionSet(Vector)                                                                                                                           |  10,546   81%  |              0  |    1,071  |
|  cd.CollisionDetector$$Lambda$15.0x00000008000cc000.apply(Object)                                                                                                          |   9,326   72%  |              5  |      947  |
|  cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)                                                                                                           |   9,320   71%  |             10  |      946  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$4(RedBlackTree, Motion)                                                                                                    |   9,320   71%  |              0  |      946  |
|  cd.CollisionDetector.recurse(RedBlackTree, RedBlackTree, Vector2D, Motion)                                                                                                |   9,266   71%  |          1,127  |      940  |
|  cd.CollisionDetector.putIntoMap(RedBlackTree, Vector2D, Motion)                                                                                                           |   4,172   32%  |             84  |      425  |
|  cd.RedBlackTree.put(Comparable, Object)                                                                                                                                   |   4,018   31%  |            651  |      410  |
|  cd.CollisionDetector.isInVoxel(Vector2D, Motion)                                                                                                                          |   2,921   22%  |          2,921  |      295  |
