Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                                                 Method                                                                                                                 |   Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                                                                                |  13,285   99%  |              0  |    1,339  |
|  Run.runBenchmark()                                                                                                                                                                                                                    |  13,267   99%  |          < 0.1  |    1,338  |
|  Run.doRuns(Benchmark)                                                                                                                                                                                                                 |  13,237   99%  |              0  |    1,333  |
|  Run.measure(Benchmark)                                                                                                                                                                                                                |  13,237   99%  |              0  |    1,333  |
|  CD.benchmark(int)                                                                                                                                                                                                                     |  13,217   99%  |          < 0.1  |    1,331  |
|  CD.innerBenchmarkLoop(int)                                                                                                                                                                                                            |  13,217   99%  |              0  |    1,331  |
|  cd.CollisionDetector.handleNewFrame(Vector)                                                                                                                                                                                           |  12,952   97%  |          < 0.1  |    1,304  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                                                                                  |  11,266   84%  |              9  |    1,136  |
|  cd.CollisionDetector.reduceCollisionSet(Vector)                                                                                                                                                                                       |  11,034   82%  |              0  |    1,108  |
|  cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)                                                                                                                                                                       |   9,746   73%  |          < 0.1  |      980  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$4(RedBlackTree, Motion)                                                                                                                                                                |   9,746   73%  |              0  |      980  |
|  cd.CollisionDetector$$Lambda$16.0x00000008000cc000.apply(Object)                                                                                                                                                                      |   9,746   73%  |              0  |      980  |
|  cd.CollisionDetector.recurse(RedBlackTree, RedBlackTree, Vector2D, Motion)                                                                                                                                                            |   9,725   73%  |          1,128  |      978  |
|  cd.RedBlackTree.put(Comparable, Object)                                                                                                                                                                                               |   4,243   32%  |            853  |      432  |
|  cd.CollisionDetector.putIntoMap(RedBlackTree, Vector2D, Motion)                                                                                                                                                                       |   4,149   31%  |             75  |      418  |
|  cd.CollisionDetector.isInVoxel(Vector2D, Motion)                                                                                                                                                                                      |   3,055   23%  |          3,055  |      307  |
|  cd.RedBlackTree.treeInsert(Comparable, Object)                                                                                                                                                                                        |   2,618   20%  |          1,900  |      264  |
|  cd.RedBlackTree.get(Comparable)                                                                                                                                                                                                       |   2,098   16%  |             19  |      207  |
|  cd.RedBlackTree.findNode(Comparable)                                                                                                                                                                                                  |   2,079   16%  |          1,207  |      205  |
|  cd.RedBlackTree.forEach(ForEachInterface)                                                                                                                                                                                             |   1,626   12%  |            507  |      162  |
|  cd.Vector2D.compareTo(Object)                                                                                                                                                                                                         |   1,356   10%  |             56  |      136  |
|  cd.Vector2D.compareTo(Vector2D)                                                                                                                                                                                                       |   1,299   10%  |            113  |      131  |
|  cd.CollisionDetector.lambda$handleNewFrame$0(RedBlackTree, Vector, Aircraft)                                                                                                                                                          |   1,256    9%  |            186  |      127  |
|  cd.CollisionDetector$$Lambda$12.0x00000008000c6e88.apply(Object)                                                                                                                                                                      |   1,256    9%  |              0  |      127  |
|  cd.Vector2D.compareNumbers(double, double)                                                                                                                                                                                            |   1,186    9%  |          1,186  |      120  |
|  cd.RedBlackTree$Node.successor()                                                                                                                                                                                                      |     576    4%  |            179  |       58  |
|  cd.RedBlackTree.leftRotate(RedBlackTree$Node)                                                                                                                                                                                         |     479    4%  |            479  |       50  |
|  cd.RedBlackTree.treeMinimum(RedBlackTree$Node)                                                                                                                                                                                        |     463    3%  |            463  |       46  |
|  cd.CollisionDetector.lambda$handleNewFrame$1(RedBlackTree, Vector, RedBlackTree$Entry)                                                                                                                                                |     299    2%  |              9  |       30  |
|  cd.CollisionDetector$$Lambda$13.0x00000008000c7d38.apply(Object)                                                                                                                                                                      |     299    2%  |              0  |       30  |
|  cd.RedBlackTree.rightRotate(RedBlackTree$Node)                                                                                                                                                                                        |     291    2%  |            291  |       30  |
|  cd.CollisionDetector.lambda$handleNewFrame$3(Vector, Vector)                                                                                                                                                                          |     263    2%  |             68  |       29  |
|  cd.Simulator.simulate(double)                                                                                                                                                                                                         |     261    2%  |            190  |       26  |
|  cd.CollisionDetector$$Lambda$21.0x00000008000cc450.apply(Object)                                                                                                                                                                      |     253    2%  |              0  |       28  |
|  cd.Vector2D.plus(Vector2D)                                                                                                                                                                                                            |     228    2%  |            168  |       22  |
