Method list (CPU)

+------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|                                                                              Method                                                                              |   Time (ms)   |  Own Time (ms)  |  Samples  |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                          |  8,267   99%  |          < 0.1  |      830  |
|  Run.runBenchmark()                                                                                                                                              |  8,256   99%  |              0  |      828  |
|  Run.doRuns(Benchmark)                                                                                                                                           |  8,248   99%  |              0  |      827  |
|  Run.measure(Benchmark)                                                                                                                                          |  8,248   99%  |          < 0.1  |      827  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                               |  8,234   99%  |              9  |      826  |
|  Towers.benchmark()                                                                                                                                              |  8,224   99%  |              9  |      825  |
|  Towers.moveDisks(int, int, int)                                                                                                                                 |  8,210   99%  |            685  |      823  |
|  Towers.moveTopDisk(int, int)                                                                                                                                    |  7,525   91%  |            716  |      753  |
|  Towers.pushDisk(Towers$TowersDisk, int)                                                                                                                         |  3,760   45%  |          2,669  |      383  |
|  Towers.popDiskFrom(int)                                                                                                                                         |  3,049   37%  |          2,594  |      303  |
|  Towers$TowersDisk.setNext(Towers$TowersDisk)                                                                                                                    |  1,346   16%  |          1,346  |      136  |
|  Towers$TowersDisk.getSize()                                                                                                                                     |    198    2%  |            198  |       22  |
|  java.lang.ClassLoader.loadClass(String) ClassLoader.java                                                                                                        |     39    0%  |              0  |        4  |
|  jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull(String) BuiltinClassLoader.java                                                               |     39    0%  |              0  |        4  |
|  jdk.internal.loader.BuiltinClassLoader.loadClass(String, boolean) BuiltinClassLoader.java                                                                       |     39    0%  |              0  |        4  |
|  jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(String, boolean) BuiltinClassLoader.java                                                                 |     39    0%  |              0  |        4  |
|  jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(String, boolean) ClassLoaders.java                                                                    |     39    0%  |              0  |        4  |
|  java.lang.Class.forName(String, boolean, ClassLoader) Class.java                                                                                                |     28    0%  |              0  |        3  |
|  java.lang.Class.forName0(String, boolean, ClassLoader, Class) Class.java (native)                                                                               |     28    0%  |              0  |        3  |
|  java.security.AccessController.doPrivileged(PrivilegedExceptionAction, AccessControlContext) AccessController.java                                              |     28    0%  |              0  |        3  |
|  java.security.AccessController.executePrivileged(PrivilegedExceptionAction, AccessControlContext, Class) AccessController.java                                  |     28    0%  |              0  |        3  |
|  java.util.jar.JarFile.<init>(File, boolean, int, Runtime$Version) JarFile.java                                                                                  |     28    0%  |              0  |        2  |
|  java.util.zip.ZipFile.<init>(File, int, Charset) ZipFile.java                                                                                                   |     28    0%  |          < 0.1  |        2  |
|  java.util.zip.ZipFile.<init>(File, int) ZipFile.java                                                                                                            |     28    0%  |              0  |        2  |
