Method list (CPU)

+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                     Method                                                                                      |   Time (ms)    |  Own Time (ms)  |  Samples  |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                         |  12,896   99%  |              0  |    1,293  |
|  Run.runBenchmark()                                                                                                                                                             |  12,886   99%  |          < 0.1  |    1,292  |
|  Run.doRuns(Benchmark)                                                                                                                                                          |  12,871   99%  |              0  |    1,289  |
|  Run.measure(Benchmark)                                                                                                                                                         |  12,871   99%  |              0  |    1,289  |
|  CD.benchmark(int)                                                                                                                                                              |  12,851   99%  |              9  |    1,287  |
|  CD.innerBenchmarkLoop(int)                                                                                                                                                     |  12,851   99%  |              0  |    1,287  |
|  cd.CollisionDetector.handleNewFrame(Vector)                                                                                                                                    |  12,519   97%  |          < 0.1  |    1,253  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                           |  11,353   88%  |             21  |    1,137  |
|  cd.CollisionDetector.reduceCollisionSet(Vector)                                                                                                                                |  10,593   82%  |          < 0.1  |    1,058  |
|  cd.CollisionDetector$$Lambda$17.0x00000008000cc000.apply(Object)                                                                                                               |   9,718   75%  |             44  |      973  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$4(RedBlackTree, Motion)                                                                                                         |   9,673   75%  |              9  |      968  |
|  cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)                                                                                                                |   9,664   75%  |              6  |      967  |
|  cd.CollisionDetector.recurse(RedBlackTree, RedBlackTree, Vector2D, Motion)                                                                                                     |   9,657   74%  |            979  |      966  |
|  cd.RedBlackTree.put(Comparable, Object)                                                                                                                                        |   4,318   33%  |            766  |      432  |
|  cd.CollisionDetector.putIntoMap(RedBlackTree, Vector2D, Motion)                                                                                                                |   4,153   32%  |             79  |      414  |
|  cd.CollisionDetector.isInVoxel(Vector2D, Motion)                                                                                                                               |   3,392   26%  |          3,392  |      340  |
|  cd.RedBlackTree.treeInsert(Comparable, Object)                                                                                                                                 |   2,697   21%  |          1,865  |      271  |
|  cd.RedBlackTree.get(Comparable)                                                                                                                                                |   1,654   13%  |             19  |      167  |
|  cd.RedBlackTree.findNode(Comparable)                                                                                                                                           |   1,634   13%  |          1,016  |      165  |
|  cd.Vector2D.compareTo(Object)                                                                                                                                                  |   1,363   11%  |             45  |      138  |
|  cd.Vector2D.compareTo(Vector2D)                                                                                                                                                |   1,317   10%  |            198  |      133  |
|  cd.CollisionDetector$$Lambda$12.0x00000008000c6e88.apply(Object)                                                                                                               |   1,222    9%  |              9  |      123  |
|  cd.CollisionDetector.lambda$handleNewFrame$0(RedBlackTree, Vector, Aircraft)                                                                                                   |   1,212    9%  |            144  |      122  |
|  cd.RedBlackTree.forEach(ForEachInterface)                                                                                                                                      |   1,131    9%  |            412  |      112  |
|  cd.Vector2D.compareNumbers(double, double)                                                                                                                                     |   1,119    9%  |          1,119  |      114  |
|  cd.RedBlackTree.leftRotate(RedBlackTree$Node)                                                                                                                                  |     602    5%  |            602  |       60  |
|  cd.CollisionDetector.lambda$handleNewFrame$3(Vector, Vector)                                                                                                                   |     390    3%  |             68  |       38  |
|  cd.CollisionDetector$$Lambda$21.0x00000008000cc450.apply(Object)                                                                                                               |     390    3%  |              0  |       38  |
|  cd.RedBlackTree$Node.successor()                                                                                                                                               |     338    3%  |            210  |       30  |
|  cd.Motion.findIntersection(Motion)                                                                                                                                             |     312    2%  |             92  |       31  |
|  cd.Simulator.simulate(double)                                                                                                                                                  |     308    2%  |            151  |       31  |
|  cd.RedBlackTree.rightRotate(RedBlackTree$Node)                                                                                                                                 |     282    2%  |            282  |       28  |
|  cd.CollisionDetector.lambda$handleNewFrame$1(RedBlackTree, Vector, RedBlackTree$Entry)                                                                                         |     219    2%  |              0  |       22  |
|  cd.CollisionDetector$$Lambda$14.0x00000008000c7d38.apply(Object)                                                                                                               |     219    2%  |              0  |       22  |
|  som.Vector.<init>()                                                                                                                                                            |     197    2%  |              0  |       19  |
|  som.Vector.<init>(int)                                                                                                                                                         |     197    2%  |            197  |       19  |
|  som.Vector.append(Object)                                                                                                                                                      |     189    1%  |            189  |       19  |
|  cd.Vector3D.minus(Vector3D)                                                                                                                                                    |     180    1%  |            150  |       18  |
|  cd.Vector2D.plus(Vector2D)                                                                                                                                                     |     180    1%  |            100  |       18  |
|  cd.RedBlackTree.treeMinimum(RedBlackTree$Node)                                                                                                                                 |     147    1%  |            147  |       15  |
|  cd.Motion.delta()                                                                                                                                                              |     140    1%  |             19  |       14  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$5(Vector, RedBlackTree$Entry)                                                                                                   |     140    1%  |            130  |       14  |
|  cd.CollisionDetector$$Lambda$20.0x00000008000cc228.apply(Object)                                                                                                               |     140    1%  |              0  |       14  |
|  cd.Vector2D.<init>(double, double)                                                                                                                                             |      99    1%  |             79  |       10  |
|  cd.Vector2D.minus(Vector2D)                                                                                                                                                    |      79    1%  |             59  |        8  |
|  cd.CallSign.compareTo(Object)                                                                                                                                                  |      76    1%  |             67  |        8  |
|  com.sun.management.internal.GarbageCollectorExtImpl.createGCNotification(long, String, String, String, GcInfo) GarbageCollectorExtImpl.java                                    |      46    0%  |              0  |        6  |
|  cd.Vector3D.<init>(double, double, double)                                                                                                                                     |      39    0%  |             29  |        4  |
|  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.getCompositeData() GarbageCollectionNotifInfoCompositeData.java                                            |      36    0%  |              0  |        3  |
|  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.toCompositeData(GarbageCollectionNotificationInfo) GarbageCollectionNotifInfoCompositeData.java            |      36    0%  |              0  |        3  |
|  com.sun.management.internal.GcInfoCompositeData.toCompositeData(GcInfo) GcInfoCompositeData.java                                                                               |      36    0%  |          < 0.1  |        3  |
|  java.lang.Object.<init>() Object.java                                                                                                                                          |      29    0%  |             29  |        3  |
|  java.lang.ClassLoader.loadClass(String) ClassLoader.java                                                                                                                       |      27    0%  |              0  |        4  |
|  jdk.internal.loader.BuiltinClassLoader.loadClass(String, boolean) BuiltinClassLoader.java                                                                                      |      27    0%  |              0  |        4  |
|  jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(String, boolean) BuiltinClassLoader.java                                                                                |      27    0%  |              0  |        4  |
